id,app_name,genre,rating,reviews,cost_label,rate_5_pc,rate_4_pc,rate_3_pc,rate_2_pc,rate_1_pc,updated,size,installs,current_version,requires_android,content_rating,in_app_products,offered_by
919,Gallery Ad Free,Tools,4.3,"3,044 total",Install,61.7284,21.6049,9.876539999999999,2.4691400000000003,4.32099,"November 28, 2019",9.8M,"10,000+",1.0.1,4.1 and up,Rated for 3+,,Prixel.Studio
920,YAMGUN,Arcade,4.2,"4,683 total",Install,66.2252,11.9205,8.60927,3.9735099999999997,9.271519999999999,"April 9, 2018",59M,"500,000+",1.2.009,4.4 and up,Rated for 12+,"₫36,000 - ₫1,200,000 per item",Digital Kingdom
921,Zombie Exodus,Role Playing,4.3,"6,945 total",Install,65.3595,16.3399,7.843139999999999,4.5751599999999994,5.88235,"July 4, 2019",7.6M,"100,000+",4.0.4,4.0 and up,Rated for 12+,"₫41,989 per item",Hosted Games
922,Life of a Mercenary,Simulation,4.4,"8,388 total",Install,68.9655,17.2414,5.51724,2.75862,5.51724,"October 28, 2019",40M,"100,000+",1.0.20,4.1 and up,Rated for 12+,"₫23,000 - ₫93,000 per item",Hosted Games
923,PICTAIL - Cykik,Photography,3.6,"5,688 total",Install,51.0204,11.7347,9.69388,6.12245,21.4286,"June 27, 2019",21M,"1,000,000+",1.5.3.2,4.0.3 and up,Rated for 3+,"₫41,000 per item","JP Brothers, Inc."
924,Real Guitar - Guitar Playing Made Easy.,Music & Audio,4.2,"223,639 total",Install,64.9351,14.2857,9.740260000000001,2.5974,8.44156,"December 26, 2019",46M,"10,000,000+",6.17.2,4.4 and up,Rated for 3+,"₫45,000 - ₫48,000 per item",Kolb Apps
925,Piano Games - Free Music Piano Challenge 2020,Music,4.0,"157,636 total",Install,61.7284,11.7284,6.79012,4.938269999999999,14.8148,"April 16, 2019",Varies with device,"10,000,000+",7.5.4,4.1 and up,Rated for 3+,"₫20,000 - ₫116,000 per item",AMANOTES
926,Ball Hop: EDM Music,Music,3.9,176 total,Install,60.24100000000001,9.63855,6.626510000000001,5.42169,18.0723,"November 2, 2019",20M,"50,000+",1.2,4.1 and up,Rated for 3+,"₫24,000 - ₫80,000 per item",Great Music Games
927,Drum Pads 24 - Music Maker,Music & Audio,4.5,"215,763 total",Install,77.5194,9.30233,4.65116,1.55039,6.9767399999999995,"November 27, 2019",35M,"10,000,000+",3.8,4.0.3 and up,Rated for 3+,"₫38,000 - ₫1,150,000 per item",Paul Lipnyagov
928,Learn To Master Drums - Play Your Favorite Grooves,Music & Audio,4.0,490 total,Install,62.8931,13.8365,4.40252,3.7735800000000004,15.0943,"February 13, 2020",9.7M,"500,000+",Latin and African Rhythms,4.1 and up,Rated for 3+,,Learn To Master
929,اللعبة المدهشة,Casual,,,Install,,,,,,"May 27, 2019",13M,"1,000+",1.1,4.1 and up,Rated for 12+,"₫23,000 - ₫2,350,000 per item",Great Game Center
930,美男戰國 - 穿越時空之戀,Simulation,4.4,"6,434 total",Install,71.4286,12.8571,6.42857,2.1428599999999998,7.142860000000001,"March 20, 2020",51M,"100,000+",1.2.4,4.2 and up,Rated for 12+,"₫23,000 - ₫2,250,000 per item","iSWEETY Entertainment co., ltd"
931,HEAVEN TRAVEL,Adventure,4.4,"4,023 total",Install,72.9927,10.219,7.29927,3.64964,5.83942,"April 18, 2020",105M,"100,000+",2.9,4.4 and up,Rated for 12+,"₫24,000 - ₫472,000 per item",yanSquareHeaven
932,Defenders:Clash of Gods,Role Playing,4.3,89 total,Install,80.0,0.8,1.6,5.6,12.0,"October 28, 2019",94M,"5,000+",1.0.7,6.0 and up,Rated for 3+,"₫23,000 - ₫2,300,000 per item",Morefun Technology Limited
933,RhythmStar: Music Adventure,Music,4.4,"18,500 total",Install,69.9301,14.6853,6.29371,2.7972,6.29371,"October 18, 2019",Varies with device,"100,000+",Varies with device,Varies with device,Rated for 3+,"₫6,500 - ₫2,050,000 per item",Anbsoft
934,三國�?�佗傳,Role Playing,4.1,443 total,Install,69.9301,5.59441,4.8951,2.7972,16.7832,"November 19, 2019",3.7M,"50,000+",0.0.6,4.4 and up,Rated for 3+,"₫25,000 - ₫2,550,000 per item",Bosing Technologies Pte Ltd
935,삼국군웅전,Strategy,,,Install,,,,,,"March 20, 2020",59M,"100,000+",1.1.0,4.2 and up,Rated for 3+,"₫21,000 - ₫6,999,000 per item",Hong Kong Kunyue Technology Limited
936,魔塔50層勇者的試煉,Strategy,4.6,"1,518 total",Install,89.2857,0.0,1.78571,0.0,8.92857,"August 24, 2017",2.8M,"5,000+",0.9.1,2.3 and up,Rated for 3+,"₫23,000 - ₫45,000 per item",ITWonder
937,Hero Park,Simulation,4.6,"14,153 total",Install,75.7576,16.6667,3.7878800000000004,1.51515,2.27273,"March 17, 2020",53M,"100,000+",1.5.6,6.0 and up,Rated for 3+,"₫21,000 - ₫2,150,000 per item",Fun Flavor Games
938,US Conflict,Strategy,4.2,"1,395 total",Install,66.6667,14.0,4.66667,1.33333,13.3333,"April 18, 2020",16M,"10,000+",1.8.21,4.1 and up,Rated for 7+,"₫138,000 per item",4Flash
939,Spider Rope Hero: Vice Town,Action,4.4,"2,125 total",Install,81.3008,3.25203,1.62602,2.43902,11.3821,"January 22, 2020",88M,"500,000+",1.0,4.1 and up,Rated for 7+,,Keishad
940,Wild Panther Sim 3D,Simulation,4.1,"52,666 total",Install,66.6667,10.6667,6.0,4.0,12.6667,"January 25, 2019",38M,"5,000,000+",2.0,4.0.3 and up,Rated for 7+,"₫22,000 - ₫454,000 per item",Turbo Rocket Games
941,Phoenix Sim 3D,Simulation,4.2,"41,722 total",Install,67.5676,13.5135,5.40541,3.3783800000000004,10.1351,"January 25, 2019",43M,"5,000,000+",2.0,4.0.3 and up,Rated for 7+,"₫22,000 - ₫454,000 per item",Turbo Rocket Games
942,Bricks Master,Puzzle,4.4,"2,220 total",Install,72.4638,11.5942,5.7971,2.89855,7.24638,"April 17, 2020",Varies with device,"100,000+",1.0.0.33,4.1 and up,Rated for 3+,"₫76,000 - ₫2,300,000 per item",Springcomes
943,Speedy English Grammar Practice: Fun ESL Exercises,Education,4.7,"26,257 total",Install,78.125,17.9688,3.125,0.0,0.78125,"June 20, 2019",27M,"1,000,000+",2.2.5,5.0 and up,Rated for 3+,"₫60,000 - ₫122,000 per item",Wobble Monkey English
944,Fishalot - free fishing game 🎣,Arcade,4.2,495 total,Install,62.1118,18.0124,10.559000000000001,3.7267099999999997,5.59006,"November 7, 2017",41M,"50,000+",1.4.17,4.1 and up,Rated for 3+,"₫26,000 - ₫2,650,000 per item",Playfiber
945,Moral Stories: Short Stories in English,Books & Reference,4.4,219 total,Install,70.922,16.3121,6.38298,4.255319999999999,2.1276599999999997,"March 27, 2020",14M,"10,000+",1.4,4.3 and up,Rated for 3+,,GV apps
946,One Word Substitution Offline Dictionary,Books & Reference,4.0,380 total,Install,49.7512,25.8706,9.95025,1.49254,12.9353,"August 24, 2019",4.0M,"10,000+",1.0.8,4.1 and up,Rated for 3+,,VD
947,Idle Makeover,Simulation,2.8,"37,682 total",Install,30.7054,8.298760000000001,9.543569999999999,9.95851,41.4938,"February 21, 2020",49M,"5,000,000+",0.6.8,4.4 and up,Rated for 12+,"₫22,000 - ₫2,300,000 per item",Lion Studios
948,"Sirin - Audiobook Player - listen, download, free",Music & Audio,4.5,"1,516 total",Install,78.7402,13.3858,0.0,2.3622,5.51181,"March 1, 2020",82M,"100,000+",0.4.70,5.0 and up,Rated for 3+,"₫182,000 per item",rif
949,mAbook Audiobook Player,Music & Audio,4.5,"1,138 total",Install,77.5194,9.30233,6.9767399999999995,1.55039,4.65116,"April 20, 2020",1.8M,"50,000+",1.0.6.3,5.0 and up,Rated for 3+,"₫17,000 per item",Stanislav Bokach
950,EBook Reader & PDF Reader,Books & Reference,4.4,"107,034 total",Install,68.9655,17.2414,5.51724,1.37931,6.89655,"April 16, 2020",9.4M,"5,000,000+",1.8.5.0,4.0.3 and up,Rated for 3+,,Easyelife
951,Vietnamese-English Dictionary,Education,4.5,244 total,Install,70.922,17.7305,4.96454,2.83688,3.5461,"December 22, 2019",11M,"10,000+",2.4.0,4.0.3 and up,Rated for 3+,"₫63,522 per item",AllDict
952,"Spanish English Translator, Dictionary & Learning",Education,4.7,"17,881 total",Install,86.2069,9.48276,1.7241400000000002,0.8620690000000001,1.7241400000000002,"August 19, 2018",Varies with device,"1,000,000+",Varies with device,Varies with device,Rated for 3+,"₫23,000 - ₫273,000 per item",Merriam-Webster Inc.
953,Speedtest by WiFi Master,Tools,4.8,"1,895 total",Install,88.4956,7.07965,0.884956,0.884956,2.6548700000000003,"April 3, 2020",3.1M,"50,000+",2.2.9,4.1 and up,Rated for 3+,,Yuanbo Tech LLC.
954,TOEFL Speaking Vocabulary with audios,Education,4.7,234 total,Install,81.3008,14.6341,2.43902,0.0,1.62602,"December 12, 2019",8.7M,"50,000+",3,4.3 and up,Rated for 3+,"₫45,000 per item",Mimosa Creative Applications
955,Practice for TOEFL® Test Pro 2020,Education,4.5,"7,823 total",Install,69.4444,20.8333,6.25,0.694444,2.77778,"April 7, 2020",13M,"100,000+",1.2.0,4.4 and up,Rated for 3+,"₫200,000 per item",Estudyme Studio
956,推酷-个性科技阅读应用，开�?�者产�?�?�?��?客科技爱好者专属,News & Magazines,4.5,161 total,Install,74.0741,11.8519,6.66667,3.7037,3.7037,"October 12, 2018",7.6M,"10,000+",3.2.3,4.0.3 and up,Rated for 3+,,kafka0102
957,Изгои,Books & Reference,4.6,644 total,Install,87.7193,4.38596,1.7543900000000001,0.877193,5.26316,"August 10, 2019",4.6M,"50,000+",7.2.2,4.1 and up,Rated for 12+,,Publish Digital Books
958,Tipitaka.app - Chatta Sangayana,Books & Reference,4.8,117 total,Install,90.9091,6.36364,1.81818,0.0,0.909091,"November 16, 2019",90M,"1,000+",1.2,4.1 and up,Rated for 3+,,tipitaka.lk
959,Книжный �?канер,Books & Reference,3.9,27 total,Install,64.1026,3.20513,7.05128,7.05128,18.5897,"February 17, 2020",4.7M,"1,000+",1.2.6,4.0.3 and up,Rated for 3+,,LiveLib
960,Inkspired - Read free books and stories,Books & Reference,3.3,377 total,Install,33.3333,15.0,21.0,6.66667,24.0,"April 17, 2020",9.0M,"10,000+",3.4,4.1 and up,Rated for 3+,,Galo A. Vargas
961,Mindfulness Meditación guiada,Lifestyle,,,Install,,,,,,"July 17, 2019",9.6M,"100,000+",1.06,4.0.3 and up,Rated for 3+,,Metta Apps
962,"Learn Languages with Niavo - English, Spanish&More",Education,4.7,"1,163 total",Install,80.6452,13.7097,3.22581,1.6129,0.8064520000000001,"March 29, 2020",17M,"50,000+",3.1.1,5.0 and up,Rated for 3+,"₫116,000 - ₫928,000 per item",Smart Lingo Co. Limited
963,Comic Cat,Comics,2.5,486 total,Install,20.9091,8.63636,10.0,15.0,45.4545,"March 10, 2020",16M,"100,000+",1.1.1,4.1 and up,Rated for 12+,"₫113,000 - ₫1,850,000 per item",iReader Inc.
964,High Speed Browser,Communication,4.4,229 total,Install,77.5194,8.52713,3.8759699999999997,2.32558,7.751939999999999,"March 3, 2020",5.4M,"10,000+",1.0.4,4.4 and up,Rated for 3+,,Autogroup
965,Longman Dictionary English,Education,4.2,"6,381 total",Install,65.3595,14.3791,5.88235,3.26797,11.1111,"October 1, 2019",19M,"500,000+",1.0.9,4.0.3 and up,Rated for 3+,,English Study
966,English Dictionary & Translator Free,Books & Reference,4.4,"3,153 total",Install,74.0741,13.3333,4.44444,0.740741,7.4074100000000005,"October 22, 2019",Varies with device,"100,000+",Varies with device,Varies with device,Rated for 3+,"₫99,000 per item",Bravolol - Language Learning
967,AndrOpen Office,Business,4.1,"38,635 total",Install,58.4795,21.0526,7.0175399999999994,3.5087699999999997,9.94152,"April 21, 2020",Varies with device,"1,000,000+",4.5.3,Varies with device,Rated for 3+,"₫20,000 - ₫149,000 per item",Akikazu Yoshikawa
968,French Dictionary - Offline,Books & Reference,4.5,"91,473 total",Install,70.922,17.7305,6.38298,1.41844,3.5461,"April 17, 2020",43M,"10,000,000+",4.6,4.4 and up,Rated for 3+,,Livio
969,German English Dictionary OFFLINE with Voice,Books & Reference,,,Install,,,,,,"August 6, 2019",11M,50+,1.0.0,4.1 and up,Rated for 3+,"₫53,000 per item",Volcera
970,Minano Nihongo ( 皆�?�日本語を勉強 ),Education,4.7,386 total,Install,83.3333,13.3333,3.33333,0.0,0.0,"April 11, 2020",9.0M,"10,000+",1.7,4.1 and up,Rated for 3+,,THT Group
971,French Grammar - Learn French Offline,Education,4.4,"2,118 total",Install,62.1118,27.3292,4.96894,1.86335,3.7267099999999997,"December 31, 2018",16M,"100,000+",3.5,4.0.3 and up,Rated for 3+,"₫40,000 per item",JunStudio
972,Voice English to Spanish Translator,Tools,,,Install,,,,,,"October 17, 2019",3.1M,100+,1.0,4.1 and up,Rated for 3+,,S A Technalogies
973,GPS Map Route Traffic Navigation,Travel & Local,4.4,"1,988 total",Install,76.3359,9.16031,3.81679,3.05344,7.633589999999999,"March 6, 2020",6.4M,"1,000,000+",1.1,4.2 and up,Rated for 3+,"₫25,000 per item",Dream Edge Technologies
974,Kur'an-ı kerim ve meali,Books & Reference,,,Install,,,,,,"March 6, 2020",15M,100+,3.0,4.0.3 and up,Rated for 3+,,Ferhat Erbil
975,İslam Dininin Aslı,Books & Reference,,,Install,,,,,,"October 18, 2014",4.4M,"10,000+",1.0,2.2 and up,Rated for 3+,,Hak Yayınları
976,Sesli Kur'an (Türkçe),Education,4.2,354 total,Install,72.9927,8.75912,4.37956,2.18978,11.6788,"April 3, 2019",Varies with device,"50,000+",Varies with device,Varies with device,Rated for 3+,,Ufuk MARMARA
977,Home Library - Free Books,Books & Reference,4.5,"4,520 total",Install,74.6269,14.1791,2.98507,2.98507,5.22388,"February 11, 2015",14M,"100,000+",,2.3.3 and up,Rated for 3+,"₫21,279 - ₫437,078 per item",ARTFOND
978,Cư Xử Như �?àn Bà - Suy Nghĩ Như �?àn Ông,Books & Reference,4.6,315 total,Install,72.9927,19.708,3.64964,0.0,3.64964,"April 20, 2020",22M,"10,000+",9.9.11,5.0 and up,Rated for 3+,,Sách nên đ�?c khi còn trẻ
979,Belajar Bahasa Jepang,Education,4.3,79 total,Install,74.0741,8.88889,5.92593,0.0,11.1111,"August 21, 2019",3.9M,"5,000+",1.0 BJ,4.1 and up,Rated for 3+,,Bali Media
980,Korean-Vietnamese Translator,Education,4.5,"2,558 total",Install,70.922,17.7305,5.67376,2.1276599999999997,3.5461,"December 11, 2019",2.7M,"500,000+",2.0.0,4.1 and up,Rated for 3+,,Klays-Development
981,Dualar,Lifestyle,4.6,"12,572 total",Install,84.0336,6.722689999999999,2.52101,0.8403360000000001,5.88235,"December 28, 2019",7.4M,"1,000,000+",2.3,4.0 and up,Rated for 3+,,SavasOzdemir
982,"Miraquill (Formerly Mirakee) - Write Quotes, Poems",Social,4.2,"24,387 total",Install,62.1118,19.8758,6.211180000000001,3.1055900000000003,8.69565,"April 9, 2020",13M,"500,000+",1.99,4.1 and up,Rated for 3+,"₫6,000 - ₫3,400,000 per item",Mirakee Quotes & Poetry
983,Poetry Magazine,News & Magazines,4.6,87 total,Install,78.7402,14.9606,0.0,3.14961,3.14961,"October 31, 2019",5.4M,"10,000+",1.5.164,4.4 and up,Rated for 12+,"₫22,000 - ₫684,000 per item",The Poetry Foundation
984,�?작연습과 �?어회화,Education,4.7,20 total,"₫89,000 Buy",75.188,15.0376,9.77444,0.0,0.0,"March 29, 2020",5.7M,500+,11.13.1,4.1 and up,Rated for 3+,,Statext LLC
985,"Cam Scanner - PDF Scanner, Scan Document, QR, OCR",Tools,,,Install,,,,,,"February 25, 2020",Varies with device,"10,000+",Varies with device,Varies with device,Rated for 3+,,Tapi LLC
986,Call recorder automatic,Communication,4.2,"18,461 total",Install,71.9424,7.91367,5.7554,2.15827,12.2302,"March 4, 2020",5.1M,"1,000,000+",3.468,4.1 and up,Rated for 3+,,tools apps - weather apps std
987,Amazon for Tablets,Shopping,4.0,"159,054 total",Install,62.1118,11.8012,4.96894,3.7267099999999997,17.3913,"April 20, 2020",31M,"10,000,000+",20.7.0.850,5.0 and up,Rated for 12+,,Amazon Mobile LLC
988,Shadhin Ovidhan,Books & Reference,4.4,523 total,Install,72.4638,15.942,3.62319,1.44928,6.52174,"April 27, 2019",3.6M,"10,000+",2.4.190428,4.1 and up,Rated for 3+,,Imaginative World
989,Race Car,Racing,4.2,132 total,Install,69.9301,10.4895,4.8951,1.3986,13.2867,"January 4, 2020",9.9M,"100,000+",2,4.0 and up,Rated for 3+,,ENA
990,Bookari Ebook Reader Premium,Books & Reference,3.0,"6,201 total","₫333,000 Buy",37.7953,11.4173,5.90551,5.51181,39.3701,"February 1, 2018",69M,"50,000+",4.2.4,4.0.3 and up,Rated for 3+,,Mantano
991,Chinese Vietnamese dictionary,Education,4.5,801 total,Install,66.2252,23.8411,5.96026,0.0,3.9735099999999997,"April 6, 2019",20M,"10,000+",4.33,4.2 and up,Rated for 3+,,DUNG TRAN VAN
992,"QR Scanner 2020 - Barcode Scanner, QR Code Reader",Business,4.3,"2,260 total",Install,81.9672,1.6393400000000002,1.6393400000000002,0.0,14.7541,"April 15, 2020",5.0M,"100,000+",1.6,5.1 and up,Rated for 3+,"₫75,000 per item",Next Generation Apps Developers
993,Wallet Calendar,Productivity,4.5,207 total,Install,79.3651,8.73016,4.7619,0.0,7.142860000000001,"April 8, 2020",364k,"10,000+",3.6.9,1.6 and up,Rated for 3+,,PeterClements
994,SkinSwipe — get CS:GO & Dota2 skins. Easy exchange,Entertainment,4.3,"5,938 total",Install,71.9424,9.35252,4.31655,4.31655,10.0719,"April 21, 2020",15M,"100,000+",12.9,5.0 and up,Rated for 12+,"₫25,000 - ₫237,000 per item",Good Game GLHF
995,কৃষি সমস�?যা ও সমাধান,Lifestyle,4.3,146 total,Install,76.3359,5.34351,6.87023,2.29008,9.16031,"December 9, 2019",8.5M,"50,000+",12.0,4.4 and up,Rated for 3+,,Apps star
996,Mini Trucker - 2D offroad truck simulator,Simulation,3.9,"15,340 total",Install,59.5238,11.3095,6.547619999999999,4.7619,17.8571,"April 21, 2020",18M,"1,000,000+",1.3.1.3,4.1 and up,Rated for 3+,"₫23,000 - ₫468,000 per item",FKGames
997,Cat'n'Robot: Idle Defense - Cute Castle TD PVP,Strategy,4.5,"29,575 total",Install,74.0741,12.5926,5.18518,2.22222,5.92593,"April 6, 2020",43M,"1,000,000+",2.6.2,4.1 and up,Rated for 3+,"₫21,000 - ₫1,150,000 per item",Dino Go
998,Flitto - Free translation & Language study,Tools,3.9,"18,455 total",Install,56.8182,14.2045,10.7955,3.97727,14.2045,"April 21, 2020",Varies with device,"1,000,000+",Varies with device,Varies with device,Rated for 3+,"₫21,471 - ₫1,300,000 per item",Flitto
999,Kakao TV Live - 카카오 TV �?��?�브,Entertainment,4.0,"14,393 total",Install,61.7284,12.3457,8.64198,1.85185,15.4321,"April 16, 2020",12M,"1,000,000+",1.7.0,4.4 and up,Rated for 3+,,Kakao Corporation
1000,BBC Learning English,Education,4.4,"8,065 total",Install,70.922,14.1844,7.0922,1.41844,6.38298,"January 17, 2020",6.9M,"1,000,000+",1.2.2,5.0 and up,Rated for 3+,,Media Applications Technologies for the BBC
1001,Thunderstorm Free Wallpaper,Personalization,4.1,"116,046 total",Install,60.9756,15.2439,9.146339999999999,4.26829,10.3659,"April 3, 2014",2.6M,"10,000,000+",2.25,2.1 and up,Rated for 3+,,Kittehface Software
1002,Superhero Armor: City War - Robot Fighting,Action,4.2,"6,054 total",Install,70.922,7.801419999999999,6.38298,4.255319999999999,10.6383,"December 3, 2018",45M,"1,000,000+",1.0.11,4.1 and up,Rated for 7+,"₫12,000 - ₫170,000 per item",UbiMob
1003,Superhero Robot: Hero Fight - Offline RPG,Role Playing,4.2,"2,045 total",Install,67.1141,12.0805,4.69799,6.711410000000001,9.39597,"September 5, 2019",66M,"500,000+",1.0,4.1 and up,Rated for 7+,"₫12,000 - ₫600,000 per item",UbiMob
1004,Blackjack 21 Jogatina: Casino Card Game For Free,Casino,4.4,"2,626 total",Install,66.2252,19.2053,7.947019999999999,2.6490099999999996,3.9735099999999997,"August 20, 2018",66M,"100,000+",1.5.1,4.1 and up,Rated for 12+,"₫23,000 - ₫2,250,000 per item",Jogatina.com
1005,Dead Ahead,Racing,4.5,"62,800 total",Install,75.188,15.0376,5.26316,1.50376,3.00752,"August 8, 2017",Varies with device,"1,000,000+",1.0.4,4.1 and up,Rated for 7+,"₫23,000 - ₫576,000 per item",Mobirate
1006,Mahjong Gold,Board,4.7,"28,637 total",Install,89.2857,6.25,1.78571,0.892857,1.78571,"September 19, 2019",25M,"1,000,000+",3.37.0,4.1 and up,Rated for 3+,"₫19,586 - ₫2,300,000 per item",Iguazu Games
1007,王牌特攻,Action,3.9,"37,739 total",Install,59.1716,10.6509,8.875739999999999,3.5503,17.7515,"January 4, 2017",38M,"1,000,000+",3.7.25262,4.0.3 and up,Rated for 12+,"₫22,000 - ₫2,228,777 per item",Gamesofa Inc.
1008,Block Puzzle Guardian - New Block Puzzle Game 2020,Puzzle,4.2,"2,308 total",Install,68.4931,9.589039999999999,7.53425,4.10959,10.274000000000001,"September 27, 2019",17M,"1,000,000+",1.5.7,4.0.3 and up,Rated for 3+,,Hippo Lab
1009,,,,,,,,,,,,,,,,,,
1010,Buriedbornes -Hardcore RPG-,Role Playing,4.6,"37,489 total",Install,75.7576,15.9091,3.7878800000000004,1.51515,3.0303,"April 22, 2020",48M,"500,000+",3.3.3,4.4 and up,Rated for 12+,"₫24,000 - ₫2,300,000 per item",ohNussy
1011,"Idle Decoration Inc - Idle, Tycoon & Simulation",Simulation,4.7,122 total,Install,83.3333,10.8333,2.5,0.833333,2.5,"April 16, 2020",27M,"10,000+",1.0.23,5.0 and up,Rated for 3+,"₫91,000 per item",FancyGames Studio
1012,Abc Flashcards - Learn Words,,4.5,"1,513 total",Install,76.3359,12.9771,5.34351,2.29008,3.05344,"December 29, 2019",18M,"100,000+",4.2.1067,4.2 and up,Rated for 3+,"₫46,000 - ₫139,000 per item",TTKStudios Learning Games For Kids
1013,Ehliyet Sınavına Hazırlık,Education,,,Install,,,,,,"April 4, 2020",39M,"10,000+",1.30,4.0.3 and up,Rated for 3+,,BalinsWeb
1014,Memory game animals,,4.8,"2,502 total",Install,83.3333,13.3333,3.33333,0.0,0.0,"February 5, 2020",12M,"500,000+",1.0.67,4.1 and up,Rated for 3+,,Memory Kids
1015,"Funny Dinosaurs Kids Puzzles, full game.",,4.4,70 total,"₫55,000 Buy",70.4225,15.493,7.04225,1.40845,5.6338,"September 14, 2019",Varies with device,"10,000+",2.3,4.1 and up,Rated for 3+,,CLEVERBIT
1016,Barnyard Games For Kids Free,,3.8,"10,683 total",Install,52.6316,16.8421,9.47368,4.73684,16.3158,"April 2, 2020",50M,"1,000,000+",6.5,4.0.3 and up,Rated for 3+,"₫91,000 - ₫463,000 per item",RosiMosi LLC
1017,Sea Battle 2,Action,4.7,"856,553 total",Install,79.3651,14.2857,3.96825,0.793651,1.5873,"April 17, 2020",42M,"10,000,000+",2.3.1,4.1 and up,Rated for 7+,"₫23,000 - ₫2,300,000 per item",BYRIL
1018,Domino Online,Board,3.7,"20,692 total",Install,53.7634,11.828,6.98925,3.76344,23.6559,"April 6, 2020",24M,"1,000,000+",2.51.2,5.0 and up,Rated for 3+,"₫24,000 - ₫9,000,000 per item",Playspace
1019,Write Numbers: Tracing 123,,4.0,"1,375 total",Install,65.7895,7.89474,5.26316,6.57895,14.4737,"April 1, 2020",19M,"1,000,000+",1.6.1,4.0.3 and up,Rated for 3+,"₫47,000 per item",Trigonom sh.p.k.
1020,Colorful ABC for Kids - Flashcards,,3.6,33 total,Install,52.0833,8.85417,8.85417,5.72917,24.4792,"October 11, 2018",14M,"10,000+",1.0.4,4.1 and up,Rated for 3+,"₫20,000 - ₫42,466 per item",Holiday Educationist
1021,Poly Mood - 3D puzzle sphere,Puzzle,4.3,"1,689 total",Install,72.4638,9.42029,7.24638,2.17391,8.69565,"March 18, 2020",16M,"100,000+",1.0.8,4.1 and up,Rated for 3+,,INLOGIC ARCADE - zombie racing shooter
1022,من سيربح المليون الموسوعة2020,Puzzle,,,Install,,,,,,"February 6, 2020",4.1M,"10,000+",1.1,4.0 and up,Rated for 3+,,mohameed salah
1023,Kids Coloring book with Voices: Animals & Birds,,,,Install,,,,,,"December 20, 2019",16M,"1,000+",1.0.25,4.1 and up,Rated for 3+,,Deminsy studio
1024,Homicide Squad: New York Cases,Adventure,4.5,"125,216 total",Install,67.5676,19.5946,9.45946,1.35135,2.02703,"April 2, 2020",122M,"1,000,000+",2.26.3102,4.0.3 and up,Rated for 12+,"₫22,000 - ₫2,199,000 per item",G5 Entertainment
1025,Hidden Objects: Mystery Society Crime Solving,Casual,4.3,"150,666 total",Install,59.1716,23.6686,12.425999999999998,1.77515,2.95858,"January 11, 2020",43M,"5,000,000+",5.28,2.3.3 and up,Rated for 3+,"₫22,000 - ₫2,108,989 per item",Tamalaki
1026,SIMPLE DIARY,Lifestyle,4.0,20 total,Install,45.2489,29.8643,14.9321,0.0,9.95475,"November 19, 2019",4.5M,"5,000+",3.0,4.2 and up,Rated for 3+,"₫38,000 per item",sinwho
1027,Little Commander 2,Strategy,4.3,"71,561 total",Install,70.922,11.3475,7.0922,2.1276599999999997,8.510639999999999,"January 17, 2020",50M,"1,000,000+",1.7.8,4.0.3 and up,Rated for 7+,"₫24,000 - ₫2,350,000 per item",Cat Studio
1028,Tank Combat: Team Force,Action,3.7,710 total,Install,51.5464,12.8866,13.9175,2.5773200000000003,19.0722,"November 21, 2018",28M,"100,000+",1.0.1,5.0 and up,Rated for 7+,"₫24,000 - ₫1,200,000 per item",VOLV Interactive
1029,Learn English - Listening and Speaking,Education,4.8,"17,819 total",Install,90.9091,6.36364,0.909091,0.0,1.81818,"February 17, 2020",113M,"1,000,000+",3.6.2,4.4 and up,Rated for 3+,"₫59,000 - ₫235,000 per item",PORO ENGLISH
1030,English for kids,,4.3,"1,761 total",Install,74.0741,8.14815,5.92593,2.96296,8.88889,"April 7, 2020",26M,"500,000+",4.0.51,4.1 and up,Rated for 3+,,Miracle FunBox
1031,Death City : Top FPS Shooting Game,Action,4.0,"1,097 total",Install,63.6943,12.7389,4.4586,2.54777,16.5605,"September 2, 2018",98M,"100,000+",1.1,4.1 and up,Rated for 18+,"₫23,000 - ₫2,350,000 per item",Charm Tech.
1032,Lara Croft: Relic Run,Action,4.2,"693,406 total",Install,68.0272,11.5646,6.80272,3.40136,10.2041,"February 27, 2019",30M,"10,000,000+",1.11.112,4.4 and up,Rated for 12+,"₫22,361 - ₫1,134,163 per item",SQUARE ENIX LTD
1033,AppBlock - Stay Focused (Block Websites & Apps),Productivity,4.5,"28,213 total",Install,78.125,12.5,2.34375,1.5625,5.46875,"April 20, 2020",6.4M,"1,000,000+",4.3.6,4.4 and up,Rated for 3+,"₫50,000 - ₫132,000 per item",MobileSoft s.r.o.
1034,Brain Focus: Pomodoro Tech & Productivity Timer,Productivity,4.7,686 total,Install,84.0336,11.7647,1.68067,0.8403360000000001,1.68067,"February 26, 2020",3.9M,"10,000+",2.3.4,4.4 and up,Rated for 3+,"₫35,000 - ₫139,000 per item",CX Mobile Dev Team
1035,英会話�?英語 リスニング - スタディサプリENGLISH（日常英会話�?�ら海外旅行英語�?��?�）スタサプ,Education,4.3,"3,499 total",Install,59.1716,26.0355,5.32544,1.77515,7.692310000000001,"April 6, 2020",52M,"500,000+",1.16.1,5.0 and up,Rated for 3+,,"Recruit Co.,Ltd."
