id,app_name,genre,rating,reviews,cost_label,rate_5_pc,rate_4_pc,rate_3_pc,rate_2_pc,rate_1_pc,updated,size,installs,current_version,requires_android,content_rating,in_app_products,offered_by
1747,Пуль�? границы Белару�?ь,Travel & Local,2.9,844 total,Install,33.0508,11.8644,5.9322,6.779660000000001,42.3729,"March 5, 2020",5.4M,"50,000+",1.1.23,4.0.3 and up,Rated for 12+,"₫22,000 - ₫227,000 per item",Road Soft
1748,immoviewer,Business,3.8,65 total,Install,63.6943,5.732480000000001,4.4586,1.27389,24.8408,"January 17, 2020",55M,"10,000+",2.8.1.1,5.0 and up,Rated for 3+,,immoviewer
1749,Эътиқод дурдоналари,Books & Reference,4.9,118 total,Install,99.0099,0.0,0.0,0.0,0.990099,"May 11, 2017",11M,"10,000+",1.0.0,4.0 and up,Rated for 3+,,Hilol Nashr nashriyoti
1750,Russian-English and English-Russian dictionary,Books & Reference,4.6,"7,227 total",Install,81.3008,10.5691,3.25203,0.813008,4.06504,"March 20, 2020",47M,"500,000+",2.0.3.9,4.3 and up,Rated for 3+,"₫47,000 - ₫257,000 per item",TTdictionary Offline
1751,PVCrew,Sports,,,Install,,,,,,"October 25, 2019",2.7M,50+,1.1,4.0.3 and up,Rated for 3+,,AlCantara Holding
1752,CamHipro,Video Players & Editors,3.9,785 total,Install,48.5437,20.8738,16.0194,5.82524,8.737860000000001,"April 22, 2020",26M,"100,000+",1.9.4,5.0 and up,Rated for 3+,,franck
1753,Hops,Arcade,,,Install,,,,,,"June 3, 2017",19M,100+,1.0.1,2.3 and up,Rated for 3+,"₫22,000 per item",Funny Blox
1754,Rune reading,Lifestyle,4.5,"5,752 total",Install,78.125,10.9375,3.90625,1.5625,5.46875,"January 23, 2020",5.6M,"100,000+",1.4,4.0 and up,Rated for 3+,"₫73,000 per item",Xeen Software
1755,Stock and Inventory Simple,Business,4.5,"5,043 total",Install,73.5294,18.3824,2.20588,1.47059,4.41176,"April 22, 2020",Varies with device,"100,000+",Varies with device,Varies with device,Rated for 3+,"₫20,000 - ₫1,350,000 per item",Chester SW
1756,Accounting App - Zoho Books,Business,4.5,"5,071 total",Install,72.4638,20.2899,2.89855,1.44928,2.89855,"April 20, 2020",10.0M,"100,000+",5.22.41,4.3 and up,Rated for 3+,"₫21,340 - ₫6,400,000 per item",Zoho Corporation
1757,Учим �?нглий�?кий. Топ 1000 �?лов,Education,4.1,"1,894 total",Install,66.2252,11.2583,5.96026,1.9867599999999999,14.5695,"February 12, 2017",4.1M,"100,000+",1.3,3.2 and up,Rated for 3+,,Dmitry Nazarenko
1758,169 stitch knitting patterns,Lifestyle,4.8,322 total,Install,90.0901,5.40541,0.0,0.9009010000000001,3.6036,"February 7, 2020",29M,"50,000+",1.3.0.1,4.0.3 and up,Rated for 3+,,Polina Pisklova
1759,Де�?�?ть Секретов Богат�?тва,Books & Reference,4.6,941 total,Install,87.7193,3.5087699999999997,0.877193,0.0,7.89474,"March 17, 2016",Varies with device,"100,000+",Varies with device,2.2 and up,Rated for 3+,,GORIZONT@7
1760,"Resume Builder Free, CV Maker & Resume Templates",Business,4.4,"20,978 total",Install,68.4931,19.1781,6.84932,1.36986,4.10959,"March 18, 2020",7.1M,"1,000,000+",4.0.4,4.1 and up,Rated for 3+,,Nithra
1761,Cheap Hotels Booking,Travel & Local,4.9,63 total,Install,99.0099,0.0,0.0,0.0,0.990099,"March 10, 2020",1.4M,500+,2.0.1,4.3 and up,Rated for 3+,,Cheap Hotels & Hotel Booking — hotelsel
1762,Alhind - Flight Booking App,Travel & Local,4.7,52 total,Install,89.2857,5.35714,0.0,1.78571,3.5714300000000003,"November 18, 2019",1.8M,"1,000+",4.0,4.0.3 and up,Rated for 3+,,Alhind
1763,AppiFire - Create your own app for your website!,Business,2.2,5 total,Install,0.0,39.759,0.0,0.0,60.24100000000001,"July 13, 2018",7.2M,100+,1.2.0,4.4 and up,Rated for 3+,,DealWorkflow.com
1764,Waseet | الوسيط,Business,4.3,"16,435 total",Install,74.0741,6.66667,5.18518,2.22222,11.8519,"April 6, 2020",37M,"1,000,000+",4.2.1,4.4 and up,Rated for 3+,,Alsahab Global General Trading WLL
1765,Ain-ul-Faqr,Books & Reference,4.9,224 total,Install,98.0392,0.980392,0.980392,0.0,0.0,"May 13, 2015",49M,"10,000+",2.3,2.3.3 and up,Rated for 3+,,Binyte
1766,Семейное �?ча�?тье. Любовь и п�?ихологи�?. Отношение,Lifestyle,,,Install,,,,,,"September 23, 2019",15M,"10,000+",4.12,4.1 and up,Rated for 3+,,rusakov77
1767,Practice for TOEIC® Test Pro 2020,Education,4.6,"12,448 total",Install,75.7576,18.9394,3.7878800000000004,0.0,1.51515,"April 7, 2020",16M,"100,000+",1.2.0,4.4 and up,Rated for 3+,"₫200,000 per item",Estudyme Studio
1768,"Pro: US DMV Driver License Scanner, reader scan",Tools,,,"₫99,999 Buy",,,,,,"October 26, 2019",3.1M,100+,1.1.0.5,4.1 and up,Rated for 3+,,Flado Apps lnc.
1769,Status Saver for WhatsApp - Save & Download Status,Social,4.6,343 total,Install,83.3333,6.66667,2.5,2.5,5.0,"April 14, 2020",2.7M,"10,000+",2.0.4,6.0 and up,Rated for 3+,,"Status Saver, Status Downloader & Status Video"
1770,Status download and Status Saver,Social,4.4,"8,780 total",Install,70.4225,15.493,7.04225,2.11268,4.9295800000000005,"April 4, 2020",4.4M,"1,000,000+",1.46,4.1 and up,Rated for 12+,,Jame Infotech
1771,Spender – Money Management,Finance,3.9,"1,513 total",Install,55.5556,12.7778,11.6667,5.0,15.0,"February 6, 2020",8.8M,"100,000+",4.0.1,4.2 and up,Rated for 3+,"₫22,518 - ₫348,000 per item",Worms Studios
1772,ITF Seafarers,Tools,4.7,57 total,Install,92.5926,2.77778,0.925926,0.925926,2.77778,"April 16, 2020",Varies with device,"10,000+",3.0.1,4.4 and up,Rated for 3+,,International Transport Workers' Federation
1773,Victron P&A,Business,,,Install,,,,,,"August 17, 2015",1.7M,"5,000+",1.2.0,2.3 and up,Rated for 3+,,Victron Energy BV
1774,Hock CMA Prep,Education,4.2,55 total,Install,64.5161,16.129,5.16129,5.16129,9.03226,"November 24, 2019",8.2M,"10,000+",3.2.1,6.0 and up,Rated for 3+,,Appitur Co
1775,Timesheet - Time Card - Work Hours - Work Log,Business,4.6,"30,407 total",Install,76.3359,18.3206,3.05344,0.763359,1.52672,"April 21, 2020",9.8M,"1,000,000+",1.7.2.3-inApp,4.1 and up,Rated for 3+,"₫177,000 per item",aadhk
1776,CNC TOOLS +,Productivity,4.4,179 total,"₫76,000 Buy",63.2911,25.3165,6.32911,2.53165,2.53165,"July 28, 2019",2.2M,"1,000+",2.0,4.4 and up,Rated for 3+,,fastnc.de cnc-software
1777,Turijobs - Hospitality & Tourism Job Search App,Business,3.4,680 total,Install,41.3223,17.7686,4.95868,11.9835,23.9669,"April 18, 2020",20M,"50,000+",138.0.0,6.0 and up,Rated for 3+,,Turijobs Empleo y Trabajo
1778,ShinePhone.,Tools,3.7,740 total,Install,46.5116,18.1395,11.6279,2.7907,20.9302,"April 3, 2020",62M,"100,000+",5.36,4.1 and up,Rated for 3+,,Growatt
1779,gebrauchtwagen.at,Lifestyle,4.5,"2,354 total",Install,74.0741,17.037,1.48148,2.96296,4.44444,"April 20, 2020",27M,"500,000+",9.5.84,5.0 and up,Rated for 3+,,AutoScout24 AS GmbH
1780,Car expenses,Auto & Vehicles,4.5,"2,445 total",Install,75.188,14.2857,4.51128,1.50376,4.51128,"October 12, 2019",3.9M,"50,000+",1.6.2,4.0 and up,Rated for 3+,,Struchev
1781,Chaterix,Lifestyle,,,Install,,,,,,"June 28, 2018",20M,100+,6.1.1,4.4 and up,Rated for 12+,,Properati
1782,�?ХЛ+,Sports,4.0,"3,627 total",Install,57.8035,15.6069,8.09249,5.20231,13.2948,"July 18, 2019",13M,"100,000+",4.1.3,4.4 and up,Rated for 3+,"₫20,000 - ₫197,285 per item",Sports.ru
1783,Last Minute Flight Booking,Travel & Local,4.5,654 total,Install,81.9672,7.37705,1.6393400000000002,1.6393400000000002,7.37705,"March 8, 2019",6.7M,"100,000+",1.0.1,4.0 and up,Rated for 3+,,Cheap Flight & Hotel Booking - Last minute fly LLC
1784,Crock Pot: Slow Cooker Recipes,Health & Fitness,4.0,191 total,Install,51.0204,25.0,8.67347,1.53061,13.7755,"February 24, 2020",Varies with device,"10,000+",Varies with device,Varies with device,Rated for 3+,"₫7,000 - ₫35,000 per item",Fitness Circle
1785,Kurviger - Motorcycle and Scenic Roads Navi,Maps & Navigation,3.2,394 total,Install,35.2113,17.9577,4.577459999999999,11.9718,30.2817,"March 20, 2020",6.7M,"100,000+",1.12.4,4.1 and up,Rated for 3+,,Talent S.A.
1786,ThingView Full,Tools,4.4,107 total,"₫40,000 Buy",67.1141,20.1342,7.38255,2.68456,2.68456,"October 11, 2019",4.3M,"1,000+",2.3.9-full,4.0 and up,Rated for 3+,,cinetica
1787,Stamp and Draw,Entertainment,3.9,"6,307 total",Install,59.8802,10.7784,7.185630000000001,5.38922,16.7665,"August 28, 2019",5.3M,"500,000+",5.01,4.1 and up,Rated for 3+,,Liang Cheng Lee
1788,建筑设计大师,Tools,,,Install,,,,,,"April 28, 2019",33M,500+,1.1.2,4.1 and up,Rated for 3+,"₫88,000 per item",StrucMaster Studio
1789,奇門�??甲排盤,Tools,,,Install,,,,,,"January 13, 2020",19M,100+,1.4.1,5.0 and up,Rated for 3+,"₫23,000 - ₫4,450,000 per item",知命易学
1790,Copenaghen Travel Guide in English with map,Travel & Local,,,Install,,,,,,"March 31, 2020",40M,"1,000+",6.9.17,4.1 and up,Rated for 3+,,minube
1791,綜�?瘋�?瘋一下..綜�? （掌中第四�?�，�?費電視任你看）,Entertainment,4.0,713 total,Install,58.8235,15.8824,6.4705900000000005,1.7647099999999998,17.0588,"March 30, 2020",41M,"50,000+",7.6,4.2 and up,Rated for 12+,,JMY Technology
1792,学习英语�?��?,Education,4.3,94 total,Install,65.7895,17.1053,8.55263,2.63158,5.92105,"October 19, 2018",7.5M,"10,000+",1.1,4.4 and up,Rated for 3+,"₫18,000 per item",Umma Apps
1793,Videoloft,Lifestyle,,,Install,,,,,,"April 9, 2020",35M,500+,8.2.0 a(604),4.2 and up,Rated for 3+,,Videoloft Inc
1794,P2PViewCam,Productivity,3.5,119 total,Install,52.9101,6.878310000000001,8.46561,0.529101,31.2169,"May 17, 2017",10M,"10,000+",2.0.18,4.2 and up,Rated for 3+,,ZHANG Lin
1795,Juan cloud,Libraries & Demo,3.8,124 total,Install,60.24100000000001,7.22892,4.81928,4.81928,22.8916,"January 18, 2020",53M,"10,000+",3.3.11,4.4 and up,Rated for 3+,,wu peilin
1796,Workfront,Business,4.4,107 total,Install,72.4638,13.7681,1.44928,5.0724599999999995,7.24638,"April 8, 2020",29M,"10,000+",3.4.1,6.0 and up,Rated for 3+,,"Workfront, Inc."
1797,Xpert-Timer Time Tracking,Productivity,4.7,657 total,"₫280,606 Buy",76.9231,16.1538,4.61538,2.30769,0.0,"January 28, 2020",6.6M,"1,000+",7.0.0.142,4.4W and up,Rated for 3+,"₫99,000 per item",Xpert-Timer Software
1798,DroidNavtex for marine,Communication,4.6,22 total,"₫232,000 Buy",86.9565,4.34783,0.0,4.34783,4.34783,"March 21, 2017",2.3M,"1,000+",1.16,2.3 and up,Rated for 3+,,Wolphi LLC
1799,VacronCam,Tools,,,Install,,,,,,"July 8, 2019",23M,100+,1.1.0,4.1 and up,Rated for 3+,,"FUHO TECHNOLOGY CO., LTD."
1800,Vss Mobile,Business,4.1,"3,112 total",Install,64.5161,12.2581,7.096769999999999,3.22581,12.9032,"September 12, 2019",43M,"500,000+",2.12.5.1909120,4.1 and up,Rated for 3+,,ZenoTech
1801,Boat Docking Simulation,Sports,4.8,6 total,"₫535,000 Buy",83.3333,16.6667,0.0,0.0,0.0,"January 15, 2020",Varies with device,100+,2.8.8,Varies with device,Rated for 3+,,Blue-2 The Sailing Academy (Michael Menard)
1802,PnPCam,Music & Audio,4.0,955 total,Install,60.9756,17.6829,1.8292700000000002,5.4878,14.0244,"July 25, 2018",9.1M,"100,000+",3.37,2.3 and up,Rated for 3+,,LukeYan999888
1803,CBR Auto Theorie Examen,Education,3.9,"1,164 total",Install,53.7634,18.8172,8.60215,1.6129,17.2043,"September 27, 2019",90M,"100,000+",1.54,4.0.3 and up,Rated for 3+,"₫39,000 - ₫138,000 per item",Deep River Development Ltd
1804,Arrture,Travel & Local,3.4,63 total,Install,46.2963,9.259260000000001,11.1111,4.629630000000001,28.7037,"March 16, 2020",26M,"10,000+",2.20.34,4.1 and up,Rated for 3+,,Arrture Group Limited
1805,Kuwait Dating Premium -Unlimited Chat & Video Call,Dating,,,"₫30,000 Buy",,,,,,"April 12, 2020",25M,1+,1.8.4-kuwaitpremium,4.3 and up,Rated for 18+,"₫22,000 - ₫99,000 per item",XH Codes
1806,Deem Offers,Lifestyle,5.0,6 total,Install,100.0,0.0,0.0,0.0,0.0,"March 26, 2020",9.0M,500+,1.0.5,4.4 and up,Rated for 3+,,IMC Middle East
1807,Сад Огород Дача,House & Home,4.4,"2,214 total",Install,75.7576,12.1212,3.0303,2.27273,6.81818,"June 22, 2019",120k,"100,000+",3.7,4.1 and up,Rated for 3+,,echo
1808,MyMo by GSB,Finance,4.4,"54,571 total",Install,74.0741,10.3704,5.18518,2.22222,8.14815,"March 21, 2020",Varies with device,"5,000,000+",Varies with device,Varies with device,Rated for 3+,,Government Savings Bank
1809,MX Player,Video Players & Editors,4.4,"8,774,749 total",Install,71.9424,13.6691,5.7554,2.15827,6.474819999999999,"April 17, 2020",Varies with device,"500,000,000+",Varies with device,Varies with device,Rated for 3+,,MX Media & Entertainment (formerly J2 Interactive)
1810,Play Kids Flix TV: kid friendly episodes and clips,,3.7,678 total,Install,57.8035,8.67052,5.78035,5.78035,21.9653,"January 17, 2020",45M,"1,000,000+",1.8.5,4.1 and up,Rated for 3+,"₫53,000 - ₫1,050,000 per item",Mini Mango
1811,Music Player - 10 Bands Equalizer Audio Player,Music & Audio,4.5,"22,971 total",Install,75.7576,13.6364,4.54545,1.51515,4.54545,"February 27, 2020",9.5M,"1,000,000+",1.1.2,4.2 and up,Rated for 3+,,KUCAPP - Free Music & Video Apps
1812,Skateboard Party 2,Sports,4.4,"188,528 total",Install,76.3359,9.16031,4.58015,1.52672,8.39695,"November 8, 2017",Varies with device,"5,000,000+",Varies with device,Varies with device,Rated for 3+,"₫23,000 - ₫1,150,000 per item",Maple Media LLC.
1813,Clash of Lords: Guild Castle,Strategy,4.6,"486,062 total",Install,80.0,9.6,4.8,0.8,4.8,"March 30, 2020",101M,"5,000,000+",1.0.456,4.0.3 and up,Rated for 7+,"₫23,000 - ₫2,119,788 per item",IGG.COM
1814,Stickman Warriors - Super Dragon Shadow Fight,Action,4.6,"32,168 total",Install,84.0336,8.403360000000001,3.36134,0.8403360000000001,3.36134,"April 17, 2020",75M,"1,000,000+",1.0.6,4.1 and up,Rated for 3+,"₫11,000 - ₫690,000 per item",SkySoft Studio
1815,Wedding Planner �? - Girls Game,Casual,3.8,"81,880 total",Install,57.8035,9.82659,8.67052,6.35838,17.340999999999998,"September 3, 2019",48M,"10,000,000+",1.1.0,4.4 and up,Rated for 12+,"₫46,755 - ₫234,715 per item",Coco Play By TabTale
1816,Bowling Club™ - Free 3D Bowling Game,Sports,4.3,"5,814 total",Install,73.5294,8.82353,7.352939999999999,1.47059,8.82353,"April 17, 2020",Varies with device,"1,000,000+",2.1.10.2,4.1 and up,Rated for 12+,"₫47,000 - ₫2,300,000 per item",707 INTERACTIVE
1817,Dragons World,Simulation,4.3,"389,192 total",Install,71.9424,10.7914,6.474819999999999,2.15827,8.63309,"November 3, 2017",Varies with device,"10,000,000+",Varies with device,4.0.3 and up,Rated for 7+,"₫21,000 - ₫2,250,000 per item",Social Quantum Ltd
1818,Free Word Search Puzzle - Word Find,Word,4.5,"10,563 total",Install,64.5161,23.2258,9.67742,1.2903200000000001,1.2903200000000001,"April 11, 2020",5.9M,"100,000+",2.4.1,4.1 and up,Rated for 3+,,HappyDream
1819,Second World War: Western Front Strategy game,Strategy,4.0,"1,025 total",Install,57.8035,16.762999999999998,8.67052,5.78035,10.9827,"December 2, 2019",21M,"100,000+",2.96,5.1 and up,Rated for 7+,"₫24,000 - ₫1,300,000 per item",Strategy War Games
1820,New Roses Stickers 2020 🌹 WAStickerApps Roses,Personalization,4.6,"2,381 total",Install,84.7458,6.779660000000001,2.54237,1.69492,4.23729,"November 1, 2019",8.1M,"500,000+",1.0,4.3 and up,Rated for 3+,,Coloring Book WAStickerApps Labs.
1821,TRT Haber,News & Magazines,4.1,"10,502 total",Install,67.1141,10.7383,6.04027,3.3557,12.7517,"December 31, 2019",5.0M,"1,000,000+",3.7.2,4.0.3 and up,Rated for 3+,,Türkiye Radyo ve Televizyon Kurumu
1822,Balls Bricks Breaker - Stack Blast,Arcade,4.4,"10,288 total",Install,72.9927,13.8686,4.37956,2.18978,6.5693399999999995,"February 25, 2020",24M,"1,000,000+",1.10.204,4.1 and up,Rated for 3+,"₫60,000 - ₫2,350,000 per item",Arcade Game Maker
1823,Idle Oil Tycoon: Gas Factory Simulator,Simulation,4.0,"87,428 total",Install,62.1118,12.4224,8.074530000000001,4.34783,13.0435,"April 6, 2020",51M,"5,000,000+",3.5.6,4.1 and up,Rated for 3+,"₫22,115 - ₫698,000 per item",Gismart
1824,GRE Prep & Practice by Magoosh,Education,4.7,"5,804 total",Install,75.188,20.3008,2.25564,0.75188,1.50376,"January 30, 2020",25M,"500,000+",5.5.3,4.1 and up,Rated for 3+,,Magoosh
1825,Impossible Mega Ramp Moto Bike Rider Stunts Racing,Racing,3.6,"11,744 total",Install,56.4972,7.34463,5.649719999999999,5.08475,25.4237,"February 12, 2020",33M,"5,000,000+",1.32,4.1 and up,Rated for 3+,"₫16,000 - ₫83,000 per item",Imperial Arts Pty Ltd
1826,Alien: Blackout,Adventure,3.9,"3,593 total","₫9,000 Buy",58.8235,14.1176,6.4705900000000005,3.52941,17.0588,"March 21, 2019",31M,"50,000+",2.0,4.3 and up,Rated for 12+,,D3 Go!
1827,Kids ABC and Counting,,4.2,"5,939 total",Install,64.9351,14.2857,10.3896,1.94805,8.44156,"September 22, 2016",34M,"1,000,000+",1.6.1.1,4.0 and up,Rated for 3+,"₫47,000 per item",Espace Publishing
1828,SuperPhoto - Effects & Filters,Photography,4.1,"43,508 total",Install,62.1118,13.6646,9.31677,4.34783,10.559000000000001,"September 20, 2017",Varies with device,"5,000,000+",Varies with device,Varies with device,Rated for 3+,,"Moonlighting Apps, LLC"
